Security Code,Issuer Name,Security Id,Security Name,Sector Name
539921,Shanti Educational Initiatives Limited,SEIL,Shanti Educational Initiatives Ltd,Consumer Discretionary
539927,LIKHAMI CONSULTING LIMITED,LIKHAMI,Likhami Consulting Ltd,Services
539938,Medico Intercontinental Limited,MIL,Medico Intercontinental Ltd,Services
539939,Yash Chemex Limited,YASHCHEM,Yash Chemex Ltd,Commodities
539940,Max Ventures and Industries Limited,MAXVIL,Max Ventures and Industries Ltd,Financial Services
539945,ICICI Prudential Mutual Fund,ICICINV20,ICICI Prudential Nifty50 Value 20 ETF,-
539946,Bazel International Limited,BAZELINTER,Bazel International Ltd,Financial Services
539947,JINDAL LEASEFIN LIMITED,JLL,Jindal Leasefin Ltd,Financial Services
539956,TAAL Enterprises Limited,TAALENT,TAAL Enterprises Ltd,Services
539957,Mahanagar Gas Limited,MGL,Mahanagar Gas Ltd,Energy
539963,Zeal Aqua Limited,ZEAL,Zeal Aqua Ltd,Fast Moving Consumer Goods
539978,Quess Corp Limited,QUESS,Quess Corp Ltd,Services
539979,DIGJAM LIMITED,DIGJAMLTD,Digjam Ltd,Consumer Discretionary
539980,ICICI Prudential Mutual Fund,ICICIMCAP,ICICI Prudential S&P BSE Midcap Select ETF,-
539984,HINDUSTHAN URBAN INFRASTRUCTURE LIMITED,HUIL,Hindusthan Urban Infrastructure Ltd,Industrials
539985,Titaanium Ten Enterprise Limited,TITAANIUM,Titaanium Ten Enterprise Ltd,Consumer Discretionary
539986,Commercial Syn Bags Limited,COMSYN,Commercial Syn Bags Ltd,Industrials
539991,CONFIDENCE FUTURISTIC ENERGETECH LIMITED,CFEL,Confidence Futuristic Energetech Ltd,Services
539992,LLOYDS STEELS INDUSTRIES LIMITED,LLOYDSTEEL,Lloyds Steels Industries Ltd,Industrials
539997,Kwality Pharmaceuticals Limited,KPL,Kwality Pharmaceuticals Ltd,Healthcare
540005,LTIMindtree Limited,LTIM,LTIMindtree Ltd,Information Technology
540006,EAST WEST HOLDINGS LIMITED,EASTWEST,East West Holdings Ltd,Services
540008,Aditya Birla Sun Life Mutual Fund,BSLSENETFG,Aditya Birla Sun Life S&P BSE Sensex ETF,-
540023,COLORCHIPS NEW MEDIA LIMITED,COLORCHIPS,Colorchips New Media Ltd,Consumer Discretionary
540025,Advanced Enzyme Technologies Limited,ADVENZYMES,Advanced Enzyme Technologies Ltd,Healthcare
540026,Ladam Affortable Housing Limited,LAHL,Ladam Affordable Housing Ltd,Consumer Discretionary
540027,PRABHAT TECHNOLOGIES (INDIA) LIMITED,PTIL,Prabhat Technologies (India) Ltd,Consumer Discretionary
540047,Dilip Buildcon Limited,DBL,Dilip Buildcon Ltd,Industrials
540048,S.P. Apparels Limited,SPAL,S.P. Apparels Ltd,Consumer Discretionary
540061,Bigbloc Construction Limited,BIGBLOC,Bigbloc Construction Ltd,Commodities
540062,Golden Crest Education & Services Limited,GOLDENCREST,Golden Crest Education & Services Ltd,Consumer Discretionary
540063,ECS Biztech Limited,ECS,ECS Biztech Ltd,Information Technology
540064,Future Retail Ltd.,FRETAIL,Future Retail Ltd,Consumer Discretionary
540065,RBL Bank Limited,RBLBANK,RBL Bank Ltd,Financial Services
540066,AMS POLYMERS LIMITED,AMS,AMS Polymers Ltd,Commodities
540072,Shiva Granito Export Limited,SHIVAEXPO,Shiva Granito Export Ltd,Commodities
540073,BLS International Services Ltd,BLS,BLS International Services Ltd,Consumer Discretionary
540078,Mitsu Chem Plast Limited,MITSU,Mitsu Chem Plast Ltd,Industrials
540079,Sprayking Agro Equipment Limited,SPRAYKING,Sprayking Agro Equipment Ltd,Industrials
540080,Narayani Steels Limited,NARAYANI,Narayani Steels Ltd,Industrials
540081,Sab Events & Governance Now Media Limited,GOVNOW,SAB Events & Governance Now Media Ltd,Consumer Discretionary
540082,Riddhi Steel and Tube Limited,RSTL,Riddhi Steel and Tube Ltd,Industrials
540083,TV VISION LIMITED,TVVISION,TV Vision Ltd,Consumer Discretionary
540097,Visco Trade Associates Ltd,VISCO,Visco Trade Associates Ltd,Financial Services
540108,TIAAN CONSUMER LIMITED,TIAANC,Tiaan Consumer Ltd,Fast Moving Consumer Goods
540115,L&T Technology Services Limited,LTTS,L&T Technology Services Ltd,Information Technology
540124,G N A Axles Limited,GNA,G N A Axles Ltd,Consumer Discretionary
540125,Radhika Jeweltech Limited,RADHIKAJWE,Radhika Jeweltech Ltd,Consumer Discretionary
540133,ICICI Prudential Life Insurance Company Limited,ICICIPRULI,ICICI Prudential Life Insurance Company Ltd,Financial Services
540134,ISHAAN INFRASTRUCTURE AND SHELTERS LIMITED,IISL,Ishaan Infrastructures and Shelters Ltd,Industrials
540135,ARC Finance Limited,ARCFIN,ARC Finance Ltd,Financial Services
540136,HPL Electric & Power Limited,HPL,HPL Electric & Power Ltd,Consumer Discretionary
540143,Sagarsoft (India) Limited,SAGARSOFT,Sagarsoft (India) Ltd,Information Technology
540144,DRA CONSULTANTS LIMITED,DRA,DRA Consultants Ltd,Services
540145,Valiant Organics Limited,VALIANTORG,Valiant Organics Ltd,Commodities
540146,ADITYA CONSUMER MARKETING LIMITED,ACML,Aditya Consumer Marketing Ltd,Consumer Discretionary
540147,Shashijit Infraprojects Limited,SHASHIJIT,Shashijit Infraprojects Ltd,Industrials
540148,Bindal Exports Limited,BINDALEXPO,Bindal Exports Ltd,Consumer Discretionary
540151,Diksat Transworld Limited,DIKSAT,Diksat Transworld Ltd,Consumer Discretionary
540153,Endurance Technologies Limited,ENDURANCE,Endurance Technologies Ltd,Consumer Discretionary
540154,IDFC Mutual Fund,IDFSENSEXE,IDFC SENSEX ETF,-
540159,Purple Entertainment Limited,PURPLE,Purple Entertainment Ltd,Consumer Discretionary
540168,SUPRA PACIFIC MANAGEMENT CONSULTANCY LIMITED,SUPRAP,Supra Pacific Management Consultancy Ltd,Financial Services
540173,PNB Housing Finance Limited,PNBHOUSING,PNB Housing Finance Ltd,Financial Services
540174,Southern Infosys Limited,SOUTHERNIN,Southern Infosys Ltd,Information Technology
540175,REGENCY FINCORP LIMITED,REGENCY,Regency Fincorp Ltd,Financial Services
540180,Varun Beverages Limited,VBL,Varun Beverages Ltd,Fast Moving Consumer Goods
540181,Salem Erode Investments Ltd.,SALEM,Salem Erode Investments Ltd,Financial Services
540190,Franklin Industries Limited,FRANKLININD,Franklin Industries Ltd,Services
540192,LKP Securities Limited,LKPSEC,LKP Securities Ltd,Financial Services
540198,OSIAJEE TEXFAB LIMITED,OSIAJEE,Osiajee Texfab Ltd,Consumer Discretionary
540199,Corporate Merchant Bankers Limited,CMBL,Corporate Merchant Bankers Ltd,Financial Services
540203,Sheela Foam Limited,SFL,Sheela Foam Ltd,Consumer Discretionary
540204,EIKO LIFESCIENCES LIMITED,EIKO,Eiko Lifesciences Ltd,Commodities
540205,Aditya Vision Limited,AVL,Aditya Vision Ltd,Consumer Discretionary
540210,Heads UP Ventures Limited,HEADSUP,Heads UP Ventures Ltd,Consumer Discretionary
540212,TCI Express Limited,TCIEXP,TCI Express Ltd,Services
540222,Laurus Labs Limited,LAURUSLABS,Laurus Labs Ltd,Healthcare
540243,NEW LIGHT APPARELS LIMTED,NEWLIGHT,New Light Apparels Ltd,Services
540252,VEERAM SECURITIES LIMITED,VSL,Veeram Securities Ltd,Consumer Discretionary
540254,MARG TECHNO PROJECTS LIMITED,MTPL,Marg Techno Projects Ltd,Financial Services
540259,SHANGAR DECOR LIMITED,SHANGAR,Shangar Decor Ltd,Services
540266,Globe Commercials Limited,GLCL,Globe Commercials Ltd,Services
540268,TruCap Finance Limited,TRU,TruCap Finance Ltd,Financial Services
540269,SUPER FINE KNITTERS LIMITED,SKL,Super Fine Knitters Ltd,Consumer Discretionary
540270,Raideep Industries Limited,RAIDEEPIND,Raideep Industries Ltd,Services
540293,Pricol Limited,PRICOLLTD,Pricol Ltd,Consumer Discretionary
540310,Classic Filaments Limited,CFL,Classic Filaments Ltd,Consumer Discretionary
540311,JITF INFRALOGISTICS LIMITED,JITFINFRA,JITF Infralogistics Ltd,Utilities
540318,Sueryaa Knitwear Limited,SUERYAAKNI,Sueryaa Knitwear Ltd,Consumer Discretionary
540332,Tanvi Foods (India) Limited,TANVI,Tanvi Foods (India) Ltd,Fast Moving Consumer Goods
540358,RMC SWITCHGEARS LIMITED,RMC,RMC Switchgears Ltd,Industrials
540359,Parmax Pharma Limited,PARMAX,Parmax Pharma Ltd,Healthcare
540360,LEADING LEASING FINANCE AND INVESTMENT CO. LIMITED,LLFICL,Leading Leasing Finance And Investment Company Ltd,Financial Services
540361,DANUBE INDUSTRIES LIMITED,DANUBE,Danube Industries Ltd,Services
540366,Music Broadcast Limited,RADIOCITY,Music Broadcast Ltd,Consumer Discretionary
540376,Avenue Supermarts Limited,DMART,Avenue Supermarts Ltd,Consumer Discretionary
540377,IFL ENTERPRISES LIMITED,IFL,IFL Enterprises Ltd,Services
540386,Ontic Finserve Limited,ONTIC,Ontic Finserve Ltd,Financial Services
540393,Sarthak Metals Limited,SMLT,Sarthak Metals Ltd,Industrials
540395,Chemcrux Enterprises Limited,CHEMCRUX,Chemcrux Enterprises Ltd,Commodities
540396,Manomay Tex India Limited,MANOMAY,Manomay Tex India Ltd,Consumer Discretionary
540401,Maximus International Limited,MAXIMUS,Maximus International Ltd,Services
540402,Manas Properties Limited,MANAS,Manas Properties Ltd,Consumer Discretionary
540403,CL Educate Limited,CLEDUCATE,CL Educate Ltd,Consumer Discretionary
540404,PRIME FRESH LIMITED,PRIMEFRESH,Prime Fresh Ltd,Fast Moving Consumer Goods
540416,Octaware Technologies Limited,OCTAWARE,Octaware Technologies Ltd,Information Technology
540425,Shankara Building Products Limited,SHANKARA,Shankara Building Products Ltd,Consumer Discretionary
540455,Escorp Asset Management Limited,ESCORP,Escorp Asset Management Ltd,Financial Services
540467,PARMESHWARI SILK MILLS LIMITED,PARMSILK,Parmeshwari Silk Mills Ltd,Consumer Discretionary
540468,KMS Medisurgi Limited,KMSMEDI,KMS Medisurgi Ltd,Healthcare
540481,Classic Leasing & Finance Ltd.,CLFL,Classic Leasing & Finance Ltd,Financial Services
540492,STARLINEPS ENTERPRISES LIMITED,STARLENT,Starlineps Enterprises Ltd,Commodities
540497,S Chand And Company Limited,SCHAND,S Chand and Company Ltd,Consumer Discretionary
540515,KANUNGO FINANCIERS LIMITED,KANUNGO,Kanungo Financiers Ltd,Financial Services
540519,Meera Industries Limited,MEERA,Meera Industries Ltd,Industrials
540530,Housing &Urban Development Corporation Ltd.,HUDCO,Housing & Urban Development Corporation Ltd,Financial Services
540544,PSP Projects Limited,PSPPROJECT,PSP Projects Ltd,Industrials
540545,Bhakti Gems And Jewellery Limited,BGJL,Bhakti Gems and Jewellery Ltd,Consumer Discretionary
540550,Yug Decor Limited,YUG,Yug Decor Ltd,Commodities
540570,VARIMAN GLOBAL ENTERPRISES LIMITED,VARIMAN,Variman Global Enterprises Ltd,Services
540575,Star Cement Limited,STARCEMENT,Star Cement Ltd,Commodities
540590,Riddhi Corporate Services Limited,RIDDHICORP,Riddhi Corporate Services Ltd,Information Technology
540595,Tejas Networks Limited,TEJASNET,Tejas Networks Ltd,Telecommunication
540596,Eris Lifesciences Limited,ERIS,Eris Lifesciences Ltd,Healthcare
540597,Containerway International Limited,CONTAINER,Containerway International Ltd,Services
540602,GTPL Hathway Limited,GTPL,GTPL Hathway Ltd,Consumer Discretionary
540611,AU Small Finance Bank Limited,AUBANK,AU Small Finance Bank Ltd,Financial Services
540612,ICICI Prudential Mutual Fund,ICICILOVOL,ICICI Prudential Nifty 100 Low Volatility 30 ETF,-
540613,Gautam Exim Limited,GEL,Gautam Exim Ltd,Services
540614,G G Engineering Limited,GGENG,G G Engineering Ltd,Industrials
540615,7NR Retail Limited,7NR,7NR Retail Ltd,Consumer Discretionary
540642,Salasar Techno Engineering Limited,SALASAR,Salasar Techno Engineering Ltd,Industrials
540647,Ganges Securities Ltd.,GANGESSEC,Ganges Securities Ltd,Fast Moving Consumer Goods
540648,Palash Securities Limited,PALASHSEC,Palash Securities Ltd,Fast Moving Consumer Goods
540649,AVADH SUGAR & ENERGY LIMITED,AVADHSUGAR,Avadh Sugar & Energy Ltd,Fast Moving Consumer Goods
540650,Magadh Sugar & Energy Limited,MAGADHSUGAR,Magadh Sugar & Energy Ltd,Fast Moving Consumer Goods
540651,Jigar Cables Limited,JIGAR,Jigar Cables Ltd,Industrials
540652,Captain Technocast Limited,CTCL,Captain Technocast Ltd,Industrials
540653,Sintex Plastics Technology Ltd.,SINTEXPLAST,Sintex Plastics Technology Ltd,Industrials
540654,GlobalSpace Technologies Limited,GSTL,Globalspace Technologies Ltd,Information Technology
540669,UTI Mutual Fund,UTINEXT50,UTI Nifty Next 50 ETF,-
540673,SIS LIMITED,SIS,SIS Ltd,Services
540678,Cochin Shipyard Limited,COCHINSHIP,Cochin Shipyard Ltd,Industrials
540679,SMS Lifesciences India Ltd,SMSLIFE,SMS Lifesciences India Ltd,Healthcare
540680,KIOCL Limited,KIOCL,KIOCL Ltd,Commodities
540681,CHOTHANI FOODS LIMITED,CHOTHANI,Chothani Foods Ltd,Fast Moving Consumer Goods
540686,Smruthi Organics Limited,SMRUTHIORG,Smruthi Organics Ltd,Healthcare
540691,Aditya Birla Capital Ltd,ABCAPITAL,Aditya Birla Capital Ltd,Financial Services
540692,Apex Frozen Foods Limited,APEX,Apex Frozen Foods Ltd,Fast Moving Consumer Goods
540693,Shish Industries Limited,SHISHIND,Shish Industries Ltd,Industrials
540694,ANG Lifesciences India Limited,ANG,ANG Lifesciences India Ltd,Healthcare
540696,KCD INDUSTRIES INDIA LIMITED,KCDGROUP,KCD Industries India Ltd,Services
540699,Dixon Technologies (India) Limited,DIXON,Dixon Technologies (India) Ltd,Consumer Discretionary
540700,Bharat Road Network Limited,BRNL,Bharat Road Network Ltd,Industrials
540701,Dishman Carbogen Amcis Limited,DCAL,Dishman Carbogen Amcis Ltd,Healthcare
540702,Lasa Supergenerics Limited,LASA,Lasa Supergenerics Ltd,Healthcare
540703,PRO CLB GLOBAL LIMITED,PROCLB,Pro Clb Global Ltd,Services
540704,Matrimony.com Limited,MATRIMONY,Matrimony.com Ltd,Consumer Discretionary
540709,Reliance Home Finance Limited,RELHOME,Reliance Home Finance Ltd,Financial Services
540710,Capacit'e Infraprojects Limited,CAPACITE,Capacite Infraprojects Ltd,Industrials
540715,Sagar Diamonds Limited,SAGAR,Sagar Diamonds Ltd,Consumer Discretionary
540716,ICICI Lombard General Insurance Company Limited ,ICICIGI,ICICI Lombard General Insurance Company Ltd,Financial Services
540717,Polo Queen Industrial and Fintech Limited ,PQIF,Polo Queen Industrial and Fintech Ltd,Services
540718,AKM CREATIONS LIMITED,AKM,AKM Creations Ltd,Consumer Discretionary
540719,SBI Life Insurance Company Limited,SBILIFE,SBI Life Insurance Company Ltd,Financial Services
540724,Prataap Snacks Limited,DIAMONDYD,Prataap Snacks Ltd,Fast Moving Consumer Goods
540725,Share India Securities Limited,SHAREINDIA,Share India Securities Ltd,Financial Services
540726,Trident Texofab Limited,TTFL,Trident Texofab Ltd,Consumer Discretionary
540727,Poojawestern Metaliks Limited,POOJA,Poojawestern Metaliks Ltd,Industrials
540728,Sayaji Industries Limited,SAYAJIIND,Sayaji Industries Ltd,Fast Moving Consumer Goods
540729,Vanta Bioscience Limited,VANTABIO,Vanta Bioscience Ltd,Healthcare
540730,Mehai Technology  Limited,MEHAI,Mehai Technology Ltd,Services
540735,IRIS Business Services Limited,IRIS,IRIS Business Services Ltd,Information Technology
540737,Shree Ganesh Remedies Limited,SGRL,Shree Ganesh Remedies Ltd,Healthcare
540738,Shreeji Translogistics Limited,STL,Shreeji Translogistics Ltd,Services
540743,Godrej Agrovet Limited,GODREJAGRO,Godrej Agrovet Ltd,Fast Moving Consumer Goods
540749,MAS Financial Services Limited,MASFIN,MAS Financial Services Ltd,Financial Services
540750,Indian Energy Exchange Limited,IEX,Indian Energy Exchange Ltd,Financial Services
540755,General Insurance Corporation of India,GICRE,General Insurance Corporation of India,Financial Services
540756,Kaarya Facilities and Services Limited,KAARYAFSL,Kaarya Facilities and Services Ltd,Services
540757,SHEETAL COOL PRODUCTS LIMITED,SCPL,Sheetal Cool Products Ltd,Fast Moving Consumer Goods
540762,Tube Investments of India Ltd,TIINDIA,Tube Investments of India Ltd,Consumer Discretionary
540767,NIPPON LIFE INDIA ASSET MANAGEMENT LIMITED,NAM-INDIA,Nippon Life India Asset Management Ltd,Financial Services
540768,Mahindra Logistics Limited,MAHLOG,Mahindra Logistics Ltd,Services
540769,The New India Assurance Company Limited,NIACL,The New India Assurance Company Ltd,Financial Services
540774,IFGL Refractories Limited,IFGLEXPOR,IFGL Refractories Ltd,Industrials
540775,Khadim India Limited,KHADIM,Khadim India Ltd,Consumer Discretionary
540776,5paisa Capital Limited,5PAISA,5paisa Capital Ltd,Financial Services
540777,HDFC LIFE INSURANCE COMPANY LIMITED,HDFCLIFE,HDFC Life Insurance Company Ltd,Financial Services
540782,Sanghvi Brands Limited,SBRANDS,Sanghvi Brands Ltd,Consumer Discretionary
540786,SHARIKA ENTERPRISES LIMITED,SHARIKA,Sharika Enterprises Ltd,Services
540787,ICICI Prudential Mutual Fund,ICICIB22,BHARAT 22 ETF - ICICI Prudential AMC,-
540788,Aspira Pathlab & Diagnostics Limited,ASPIRA,Aspira Pathlab & Diagnostics Ltd,Healthcare
540789,Diligent Media Corporation Limited,DNAMEDIA,Diligent Media Corporation Ltd,Consumer Discretionary
540795,Dynamic Cables Limited,DYNAMIC,Dynamic Cables Ltd,Industrials
540796,Ratnabhumi Developers Limited,RATNABHUMI,Ratnabhumi Developers Ltd,Consumer Discretionary
540797,Shalby Limited,SHALBY,Shalby Ltd,Healthcare
540798,Future Supply Chain Solutions Limited,FSC,Future Supply Chain Solutions Ltd,Services
540809,MRC AGROTECH LIMITED,MRCAGRO,MRC Agrotech Ltd,Services
540811,Diggi Multitrade Limited,DML,Diggi Multitrade Ltd,Services
540821,SADHNA BROADCAST LTD,SADHNA,Sadhna Broadcast Ltd,Consumer Discretionary
540823,Vitesse Agro Limited,VITESSE,Vitesse Agro Ltd,Services
540824,Astron Paper & Board Mill Limited,ASTRON,Astron Paper & Board Mill Ltd,Commodities
540829,Chandrima Mercantiles limited ,CHANDRIMA,Chandrima Mercantiles Ltd,Services
540843,Rithwik Facility Management Services Limited,RITHWIKFMS,Rithwik Facility Management Services Ltd,Services
540874,7SEAS ENTERTAINMENT LIMITED,7SEASL,7Seas Entertainment Ltd,Consumer Discretionary
540879,Apollo Micro Systems Limited,APOLLO,Apollo Micro Systems Ltd,Industrials
540900,Newgen Software Technologies Limited,NEWGEN,Newgen Software Technologies Ltd,Information Technology
540901,Praxis Home Retail Limited ,PRAXIS,Praxis Home Retail Ltd,Consumer Discretionary
540902,Amber Enterprises India Limited,AMBER,Amber Enterprises India Ltd,Consumer Discretionary
540904,TIRUPATI FOAM LIMITED,TIRUFOAM,Tirupati Foam Ltd,Consumer Discretionary
540914,SRU Steels Limited,SRUSTEELS,SRU Steels Ltd,Services
540923,Ashoka Metcast Limited,AML,Ashoka Metcast Ltd,Industrials
540935,Galaxy Surfactants Limited,GALAXYSURF,Galaxy Surfactants Ltd,Commodities
540936,Gautam Gems Limited,GGL,Gautam Gems Ltd,Consumer Discretionary
540937,MEDICO REMEDIES LIMITED,MEDICO,Medico Remedies Ltd,Healthcare
540938,Gujarat Hy-Spin Limited,GUJHYSPIN,Gujarat Hy-Spin Ltd,Consumer Discretionary
540952,LORENZINI APPARELS LIMITED,LAL,Lorenzini Apparels Ltd,Consumer Discretionary
540953,Kenvi Jewels Limited,KENVI,Kenvi Jewels Ltd,Consumer Discretionary
540954,The Indian Wood Products Co. Ltd.,IWP,The Indian Wood Products Company Ltd,Commodities
540955,Tasty Dairy Specialities Limited,TDSL,Tasty Dairy Specialities Ltd,Fast Moving Consumer Goods
540956,Bhatia Communications & Retail (India) Limited,BHATIA,Bhatia Communications & Retail (India) Ltd,Consumer Discretionary
540961,Shiva Mills Limited,SHIVAMILLS,Shiva Mills Ltd,Consumer Discretionary
540975,Aster DM Healthcare Limited,ASTERDM,Aster DM Healthcare Ltd,Healthcare
540980,The Yamuna Syndicate Ltd ,YSL,The Yamuna Syndicate Ltd,Services
540981,Kotak Mahindra Mutual Fund,KTINDF4RG,Kotak India Growth Fund   Series 4 - Regular Plan Growth Option,-
540982,Kotak Mahindra Mutual Fund,KTINDF4RD,Kotak India Growth Fund   Series 4 - Regular Plan Dividend Option,-
540983,Kotak Mahindra Mutual Fund,KTINDF4DG,KOTAK INDIA GROWTH FUND SERIES 4 DIRECT PLAN DIVIDEND OPTION,-
540984,Kotak Mahindra Mutual Fund,KTINDF4DD,Kotak India Growth Fund   Series 4 - Direct Plan Growth Option,-
541005,KANCO TEA & INDUSTRIES LIMITED,KANCOTEA,Kanco Tea & Industries Ltd,Fast Moving Consumer Goods
541006,Angel Fibers Limited,ANGEL,Angel Fibers Ltd,Consumer Discretionary
541019,H.G. Infra Engineering Limited,HGINFRA,H.G. Infra Engineering Ltd,Industrials
541083,Inflame Appliances Limited,INFLAME,Inflame Appliances Ltd,Consumer Discretionary
541096,Bharat Parenterals Limited,BPLPHARMA,Bharat Parenterals Ltd,Healthcare
541112,Shreeshay Engineers Limited,SHREESHAY,Shreeshay Engineers Ltd,Industrials
541133,APEX CAPITAL AND FINANCE LIMITED,ACFL,Apex Capital And Finance Ltd,Financial Services
541143,Bharat Dynamics Limited,BDL,Bharat Dynamics Ltd,Industrials
541144,Active Clothing Co  Limited,ACTIVE,Active Clothing Co Ltd,Consumer Discretionary
541151,Ridings Consulting Engineers India Limited,RIDINGS,Ridings Consulting Engineers India Ltd,Services
541152,GOYAL ALUMINIUMS LIMITED,GOYALALUM,Goyal Aluminiums Ltd,Services
541153,Bandhan Bank Limited,BANDHANBNK,Bandhan Bank Ltd,Financial Services
541154,Hindustan Aeronautics Limited,HAL,Hindustan Aeronautics Ltd,Industrials
541161,KBC GLOBAL LIMITED,KBCGLOBAL,KBC Global Ltd,Consumer Discretionary
541163,Sandhar Technologies Limited,SANDHAR,Sandhar Technologies Ltd,Consumer Discretionary
541167,YASHO INDUSTRIES LIMITED,YASHO,Yasho Industries Ltd,Commodities
541178,Benara Bearings and Pistons Limited,BENARA,Benara Bearings and Pistons Ltd,Industrials
541179,ICICI Securities Limited,ISEC,ICICI Securities Ltd,Financial Services
541195,Mishra Dhatu Nigam Limited,MIDHANI,Mishra Dhatu Nigam Ltd,Industrials
541196,Lex Nimble Solutions Limited,LEX,Lex Nimble Solutions Ltd,Services
541206,Orissa Bengal Carrier Limited,OBCL,Orissa Bengal Carrier Ltd,Services
541228,Taylormade Renewables Limited,TRL,Taylormade Renewables Ltd,Industrials
541233,Lemon Tree Hotels Limited,LEMONTREE,Lemon Tree Hotels Ltd,Consumer Discretionary
541269,Chemfab Alkalis Ltd,CHEMFABALKA,Chemfab Alkalis Ltd,Commodities
541276,HARDWYN INDIA LIMITED,HARDWYN,Hardwyn India Ltd,Services
541299,DR LALCHANDANI LABS LIMITED,DLCL,Dr Lalchandani Labs Ltd,Healthcare
541301,Orient Electric Limited,ORIENTELEC,Orient Electric Ltd,Consumer Discretionary
541302,Dhruv Consultancy Services Limited,DHRUV,Dhruv Consultancy Services Ltd,Services
541303,Akshar Spintex Limited,AKSHAR,Akshar Spintex Ltd,Consumer Discretionary
541304,Indo US Bio-Tech Limited,INDOUS,Indo Us Bio-Tech Ltd,Fast Moving Consumer Goods
541313,ICICI Prudential Mutual Fund,ICICI500,ICICI Prudential S&P BSE 500 ETF,-
541336,IndoStar Capital Finance Limited,INDOSTAR,Indostar Capital Finance Ltd,Financial Services
541337,Milestone Furniture Limited,MILEFUR,Milestone Furniture Ltd,Consumer Discretionary
541338,U. H. ZAVERI LIMITED,UHZAVERI,U. H. Zaveri Ltd,Consumer Discretionary
541347,Parvati Sweetners and Power Ltd.,PARVATI,Parvati Sweetners and Power Ltd,Fast Moving Consumer Goods
541352,Megastar Foods Limited,MEGASTAR,Megastar Foods Ltd,Fast Moving Consumer Goods
541353,Innovators Facade Systems Limited,INNOVATORS,Innovators Facade Systems Ltd,Industrials
541358,UNIFINZ CAPITAL INDIA LIMITED,UCIL,Unifinz Capital India Ltd,Financial Services
541400,ZIM Laboratories Limited,ZIMLAB,Zim Laboratories Ltd,Healthcare
541402,Affordable Robotic & Automation Limited,AFFORDABLE,Affordable Robotic & Automation Ltd,Industrials
541403,Dollar Industries Limited,DOLLAR,Dollar Industries Ltd,Consumer Discretionary
541418,NAKODA GROUP OF INDUSTRIES LIMITED,NGIL,Nakoda Group of Industries Ltd,Fast Moving Consumer Goods
541444,Palm Jewels Limited,PALMJEWELS,Palm Jewels Ltd,Services
541445,Waa Solar Limited,WAA,Waa Solar Ltd,Utilities
541450,Adani Green Energy Limited,ADANIGREEN,Adani Green Energy Ltd,Utilities
541503,Unick Fix-A- Form and Printers Limited,UNICK,Unick Fix-A-Form And Printers Ltd,Consumer Discretionary
541540,SOLARA ACTIVE PHARMA SCIENCES LIMITED,SOLARA,Solara Active Pharma Sciences Ltd,Healthcare
541546,GAYATRI HIGHWAYS LTD,GAYAHWS,Gayatri Highways Ltd,Services
541556,RITES Limited,RITES,RITES Ltd,Industrials
541557,Fine Organic Industries Limited,FINEORG,Fine Organic Industries Ltd,Commodities
541578,Varroc Engineering Limited,VARROC,Varroc Engineering Ltd,Consumer Discretionary
541601,Rajnish Wellness Limited,RAJNISH,Rajnish Wellness Ltd,Healthcare
541633,Sophia Traexpo Limited,STRAEXPO,Sophia Traexpo Ltd,Commodities
541634,Raw Edge Industrial Solutions Limited,RAWEDGE,Raw Edge Industrial Solutions Ltd,Commodities
541700,TCNS Clothing Co. Limited,TCNSBRANDS,TCNS Clothing Co. Ltd,Consumer Discretionary
541701,Supershakti Metaliks Limited,SUPERSHAKT,Supershakti Metaliks Ltd,Industrials
541702,Ashnisha Industries Limited,ASHNI,Ashnisha Industries Ltd,Services
541703,Ganesh Films India Limited,GFIL,Ganesh Films India Ltd,Consumer Discretionary
541729,HDFC Asset Management Company Limited,HDFCAMC,HDFC Asset Management Company Ltd,Financial Services
541735,Vivanta Industries Limited,VIVANTA,Vivanta Industries Ltd,Industrials
541741,Tinna Trade Limited,TINNATFL,Tinna Trade Ltd,Services
541770,CreditAccess Grameen Ltd.,CREDITACC,CreditAccess Grameen Ltd,Financial Services
541771,AMIN TANNERY LIMITED,AMINTAN,Amin Tannery Ltd,Consumer Discretionary
541778,Deep Polymers Limited,DEEP,Deep Polymers Ltd,Commodities
541799,Sungold Media and Entertainment Limited,SMEL,Sungold Media and Entertainment Ltd,Consumer Discretionary
541809,ICICI Prudential Mutual Fund,ICICINXT50,ICICI Prudential Nifty Next 50 ETF,-
541865,Add-Shop E-Retail Limited,ASRL,Add-Shop ERetail Ltd,Consumer Discretionary
541890,Space Incubatrics Technologies Limited,SPACEINCUBA,Space Incubatrics Technologies Ltd,Information Technology
541929,Synergy Green Industries Limited,SGIL,Synergy Green Industries Ltd,Industrials
541945,Ranjeet Mechatronics Limited,RANJEET,Ranjeet Mechatronics Ltd,Industrials
541956,IRCON International Ltd,IRCON,IRCON International Ltd,Industrials
541967,SKY GOLD LIMITED,SKYGOLD,Sky Gold Ltd,Consumer Discretionary
541972,SBI Mutual Fund,SETFSN50,SBI - ETF - SENSEX NEXT 50,-
541973,Mac Hotels Limited,MACH,Mac Hotels Ltd,Consumer Discretionary
541974,Manorama Industries Limited,MANORAMA,Manorama Industries Ltd,Fast Moving Consumer Goods
541983,Innovative Ideals and Services (India) Limited,INNOVATIVE,Innovative Ideals and Services (India) Ltd,Services
